Company Code,Internal ID,SubTran ID,Document No.,Year,Line Item,Period,Posting Period,Document Date,Local Currency Code,Local Amount (Debit),Local Amount (Credit),Document Currency Code,Document Amount (Debit),Document Amount (Credit),GL Account Number,GL Account Name,Entity Name,Tax Registration Number,Department,Class,Location,Journal Description,Transaction Type,Creator
United Kingdom,4426,82,,2015,5,9,Sep 2015,9/27/2015,GBP,1000,0,GBP,1000,0,1412,1412 Inventory Asset,,,,,London Warehouse,Purchase of Console Tables,VendBill,Marc Collins
United Kingdom,4426,82,,2015,6,9,Sep 2015,9/27/2015,GBP,1500,0,GBP,1500,0,1412,1412 Inventory Asset,,,,,London Warehouse,Purchase of Mobile Cabinets,VendBill,Marc Collins
United Kingdom,4426,82,,2015,7,9,Sep 2015,9/27/2015,GBP,750,0,GBP,750,0,1412,1412 Inventory Asset,,,,,London Warehouse,Purchase of office tables,VendBill,Marc Collins
United Kingdom,4426,82,,2015,8,9,Sep 2015,9/27/2015,GBP,725,0,GBP,725,0,1412,1412 Inventory Asset,,,,,London Warehouse,Purchase of Perth Side Tables,VendBill,Marc Collins
United Kingdom,4426,82,,2015,9,9,Sep 2015,9/27/2015,GBP,1725,0,GBP,1725,0,1412,1412 Inventory Asset,,,,,London Warehouse,Purchase of Sheridan Armchairs,VendBill,Marc Collins
United Kingdom,4426,82,,2015,10,9,Sep 2015,9/27/2015,GBP,1150,0,GBP,1150,0,1412,1412 Inventory Asset,,,,,London Warehouse,Purchase of Utility Shelves,VendBill,Marc Collins
United Kingdom,4426,82,,2015,11,9,Sep 2015,9/27/2015,GBP,1000,0,GBP,1000,0,6890,6890 General and Administrative : Other Expense : Miscellaneous Expense,,,,,London Warehouse,Bill ID # 4426,VendBill,Marc Collins
United Kingdom,4426,82,,2015,12,9,Sep 2015,9/27/2015,GBP,0,0,GBP,0,0,1963,1963 VAT on Purchases,HM Revenue & Customs : HM Customs & Excise 4,,,,,VAT,VendBill,Marc Collins
United Kingdom,4426,82,,2015,13,9,Sep 2015,9/27/2015,GBP,0,0,GBP,0,0,1963,1963 VAT on Purchases,HM Revenue & Customs : HM Customs & Excise 4,,,,,VAT,VendBill,Marc Collins
United Kingdom,7323,83,62,2015,1,8,Aug 2015,8/6/2015,GBP,0,376.41,GBP,0,376.41,2000,2000 Accounts Payable,David  Misa,,Operations,07-Administration : Operations,,New Computer & Monitor for Kelly Shaun,ExpRept,Olivia King
United Kingdom,7323,83,62,2015,2,8,Aug 2015,8/6/2015,GBP,376.41,0,GBP,376.41,0,6890,6890 General and Administrative : Other Expense : Miscellaneous Expense,PRJ1098 INTERNAL - UK : Setup New Employee - Kelly Shaun,,,,,Miscellaneous: New computer & monitor for Kelly Shaun,ExpRept,Olivia King
United Kingdom,7328,84,65,2015,1,8,Aug 2015,8/12/2015,GBP,0,541,GBP,0,541,2000,2000 Accounts Payable,Caroline Shaw,,Engineering : Quality Assurance,01-Consulting,,Project Kick-off Meeting,ExpRept,Olivia King
United Kingdom,7328,84,65,2015,2,8,Aug 2015,8/12/2015,GBP,46,0,GBP,46,0,6300,6300 General and Administrative : Travel Expenses,PRJ1104 Avecto Technology : Avecto Technology : Data migration,,,,,Car rental,ExpRept,Olivia King
United Kingdom,7328,84,65,2015,3,8,Aug 2015,8/12/2015,GBP,18,0,GBP,18,0,6356,6356 General and Administrative : Travel Expenses : Travel Expense : Transit Expense,PRJ1104 Avecto Technology : Avecto Technology : Data migration,,,,,Ground transit,ExpRept,Olivia King
United Kingdom,7328,84,65,2015,4,8,Aug 2015,8/12/2015,GBP,193,0,GBP,193,0,6352,6352 General and Administrative : Travel Expenses : Travel Expense : Meals & Entertainment,PRJ1104 Avecto Technology : Avecto Technology : Data migration,,,,,Business meal,ExpRept,Olivia King
United Kingdom,7328,84,65,2015,5,8,Aug 2015,8/12/2015,GBP,284,0,GBP,284,0,6300,6300 General and Administrative : Travel Expenses,PRJ1104 Avecto Technology : Avecto Technology : Data migration,,,,,Airfare,ExpRept,Olivia King
United Kingdom,7334,85,26,2015,1,8,Aug 2015,8/2/2015,GBP,29100,0,GBP,29100,0,1090,1090 Undeposited Funds,Avecto Technology,,,,,26,CashSale,Olivia King
United Kingdom,7334,85,26,2015,2,8,Aug 2015,8/2/2015,GBP,0,24250,GBP,0,24250,2105,2105 Deferred Revenue,PRJ1106 Avecto Technology : Avecto Technology : BI tool configuration,,,,,System integration work,CashSale,Olivia King
United Kingdom,7334,85,26,2015,3,8,Aug 2015,8/2/2015,GBP,0,4850,GBP,0,4850,5055,5055 VAT on Sales,HM Revenue & Customs : HM Customs & Excise 4,,,,,VAT,CashSale,Olivia King
United Kingdom,7336,86,66,2015,1,8,Aug 2015,8/13/2015,GBP,0,560,GBP,0,560,2000,2000 Accounts Payable,Caroline Shaw,,Prof. Services,02-Data Migration,,Project kick-off meeting,ExpRept,Olivia King
United Kingdom,7336,86,66,2015,2,8,Aug 2015,8/13/2015,GBP,50,0,GBP,50,0,6300,6300 General and Administrative : Travel Expenses,PRJ1104 Avecto Technology : Avecto Technology : Data migration,,,,,Car rental,ExpRept,Olivia King
United Kingdom,7336,86,66,2015,3,8,Aug 2015,8/13/2015,GBP,20,0,GBP,20,0,6356,6356 General and Administrative : Travel Expenses : Travel Expense : Transit Expense,PRJ1104 Avecto Technology : Avecto Technology : Data migration,,,,,Ground transit,ExpRept,Olivia King
United Kingdom,7336,86,66,2015,4,8,Aug 2015,8/13/2015,GBP,200,0,GBP,200,0,6352,6352 General and Administrative : Travel Expenses : Travel Expense : Meals & Entertainment,PRJ1104 Avecto Technology : Avecto Technology : Data migration,,,,,Business meal,ExpRept,Olivia King
United Kingdom,7336,86,66,2015,5,8,Aug 2015,8/13/2015,GBP,290,0,GBP,290,0,6300,6300 General and Administrative : Travel Expenses,PRJ1104 Avecto Technology : Avecto Technology : Data migration,,,,,Airfare,ExpRept,Olivia King
United Kingdom,7337,87,0743,2015,1,8,Aug 2015,8/17/2015,GBP,7708,0,GBP,7708,0,1100,1100 Fees Receivable,Avecto Technology,,Prof. Services,02-Data Migration,,0743,CustInvc,Olivia King
United Kingdom,7337,87,0743,2015,2,8,Aug 2015,8/17/2015,GBP,0,6000,GBP,0,6000,4001,4001 Revenue : Services Revenue,PRJ1104 Avecto Technology : Avecto Technology : Data migration,,Prof. Services,02-Data Migration,,Project management services,CustInvc,Olivia King
United Kingdom,7337,87,0743,2015,11,8,Aug 2015,8/17/2015,GBP,0,200,GBP,0,200,4895,4895 Revenue : Reimbursed Expenses,PRJ1104 Avecto Technology : Avecto Technology : Data migration,,,,,Business meal,CustInvc,Olivia King
United Kingdom,7337,87,0743,2015,12,8,Aug 2015,8/17/2015,GBP,0,20,GBP,0,20,6356,6356 General and Administrative : Travel Expenses : Travel Expense : Transit Expense,PRJ1104 Avecto Technology : Avecto Technology : Data migration,,,,,Ground transit,CustInvc,Olivia King
United Kingdom,7337,87,0743,2015,13,8,Aug 2015,8/17/2015,GBP,0,50,GBP,0,50,4895,4895 Revenue : Reimbursed Expenses,PRJ1104 Avecto Technology : Avecto Technology : Data migration,,,,,Car rental,CustInvc,Olivia King
United Kingdom,7337,87,0743,2015,14,8,Aug 2015,8/17/2015,GBP,0,290,GBP,0,290,4895,4895 Revenue : Reimbursed Expenses,PRJ1104 Avecto Technology : Avecto Technology : Data migration,,,,,Airfare,CustInvc,Olivia King
United Kingdom,7337,87,0743,2015,16,8,Aug 2015,8/17/2015,GBP,0,1148,GBP,0,1148,5055,5055 VAT on Sales,HM Revenue & Customs : HM Customs & Excise 4,,Prof. Services,02-Data Migration,,VAT,CustInvc,Olivia King
United Kingdom,7350,88,0744,2015,1,8,Aug 2015,8/9/2015,GBP,10380,0,GBP,10380,0,1100,1100 Fees Receivable,Serco,,,,,0744,CustInvc,Olivia King
United Kingdom,7350,88,0744,2015,2,8,Aug 2015,8/9/2015,GBP,0,8650,GBP,0,8650,4005,4005 Revenue : Professional Services,PRJ1109 Serco : Serco : Migration,,,,,System integration work,CustInvc,Olivia King
United Kingdom,7350,88,0744,2015,4,8,Aug 2015,8/9/2015,GBP,0,1730,GBP,0,1730,5055,5055 VAT on Sales,HM Revenue & Customs : HM Customs & Excise 4,,,,,VAT,CustInvc,Olivia King
United Kingdom,7357,89,0748,2015,1,8,Aug 2015,8/10/2015,GBP,6600,0,GBP,6600,0,1100,1100 Fees Receivable,FactSet Research Systems Inc,,,,,0748,CustInvc,Olivia King
United Kingdom,7357,89,0748,2015,2,8,Aug 2015,8/10/2015,GBP,0,5500,GBP,0,5500,2105,2105 Deferred Revenue,PRJ1110 FactSet Research Systems Inc : FactSet Research Systems Inc : Implementation Project,,,,,System integration work,CustInvc,Olivia King
United Kingdom,7357,89,0748,2015,8,8,Aug 2015,8/10/2015,GBP,0,1100,GBP,0,1100,5055,5055 VAT on Sales,HM Revenue & Customs : HM Customs & Excise 4,,,,,VAT,CustInvc,Olivia King
United Kingdom,7358,90,0749,2015,1,8,Aug 2015,8/10/2015,GBP,39600,0,GBP,39600,0,1100,1100 Fees Receivable,FactSet Research Systems Inc,,,,,0749,CustInvc,Olivia King
United Kingdom,7358,90,0749,2015,2,8,Aug 2015,8/10/2015,GBP,0,33000,GBP,0,33000,2105,2105 Deferred Revenue,PRJ1110 FactSet Research Systems Inc : FactSet Research Systems Inc : Implementation Project,,,,,System integration work,CustInvc,Olivia King
United Kingdom,7358,90,0749,2015,5,8,Aug 2015,8/10/2015,GBP,0,6600,GBP,0,6600,5055,5055 VAT on Sales,HM Revenue & Customs : HM Customs & Excise 4,,,,,VAT,CustInvc,Olivia King
United Kingdom,7363,91,0750,2015,1,8,Aug 2015,8/18/2015,GBP,4032,0,GBP,4032,0,1100,1100 Fees Receivable,CertiVox Systems,,,,,0750,CustInvc,Olivia King
United Kingdom,7363,91,0750,2015,2,8,Aug 2015,8/18/2015,GBP,0,3360,GBP,0,3360,4001,4001 Revenue : Services Revenue,PRJ1112 CertiVox Systems : CertiVox Systems : Tower Installation-UK1,,,,,0750,CustInvc,Olivia King
United Kingdom,7363,91,0750,2015,4,8,Aug 2015,8/18/2015,GBP,0,672,GBP,0,672,5055,5055 VAT on Sales,HM Revenue & Customs : HM Customs & Excise 4,,,,,VAT,CustInvc,Olivia King
United Kingdom,7364,92,0751,2015,1,8,Aug 2015,8/31/2015,GBP,8064,0,GBP,8064,0,1100,1100 Fees Receivable,CertiVox Systems,,,,,0751,CustInvc,Olivia King
United Kingdom,7364,92,0751,2015,2,8,Aug 2015,8/31/2015,GBP,0,6720,GBP,0,6720,4001,4001 Revenue : Services Revenue,PRJ1112 CertiVox Systems : CertiVox Systems : Tower Installation-UK1,,,,,0751,CustInvc,Olivia King
United Kingdom,7364,92,0751,2015,4,8,Aug 2015,8/31/2015,GBP,0,1344,GBP,0,1344,5055,5055 VAT on Sales,HM Revenue & Customs : HM Customs & Excise 4,,,,,VAT,CustInvc,Olivia King
United Kingdom,7365,93,0752,2015,1,9,Sep 2015,9/3/2015,GBP,20160,0,GBP,20160,0,1100,1100 Fees Receivable,CertiVox Systems,,,,,0752,CustInvc,Olivia King
United Kingdom,7365,93,0752,2015,2,9,Sep 2015,9/3/2015,GBP,0,16800,GBP,0,16800,4001,4001 Revenue : Services Revenue,PRJ1112 CertiVox Systems : CertiVox Systems : Tower Installation-UK1,,,,,0752,CustInvc,Olivia King
United Kingdom,7365,93,0752,2015,4,9,Sep 2015,9/3/2015,GBP,0,3360,GBP,0,3360,5055,5055 VAT on Sales,HM Revenue & Customs : HM Customs & Excise 4,,,,,VAT,CustInvc,Olivia King
United Kingdom,7367,94,8,2015,1,8,Aug 2015,8/31/2015,GBP,0,3780,GBP,0,3780,1100,1100 Fees Receivable,CertiVox Systems,,,,London Warehouse,8,CustCred,Olivia King
United Kingdom,7367,94,8,2015,2,8,Aug 2015,8/31/2015,GBP,3150,0,GBP,3150,0,4001,4001 Revenue : Services Revenue,PRJ1112 CertiVox Systems : CertiVox Systems : Tower Installation-UK1,,,,London Warehouse,8,CustCred,Olivia King
United Kingdom,7367,94,8,2015,3,8,Aug 2015,8/31/2015,GBP,630,0,GBP,630,0,5055,5055 VAT on Sales,HM Revenue & Customs : HM Customs & Excise 4,,,,London Warehouse,VAT,CustCred,Olivia King
United Kingdom,7370,95,0753,2015,1,8,Aug 2015,8/17/2015,GBP,72708,0,GBP,72708,0,1100,1100 Fees Receivable,CertiVox Systems,,,,,0753,CustInvc,Olivia King
United Kingdom,7370,95,0753,2015,2,8,Aug 2015,8/17/2015,GBP,0,640,GBP,0,640,4001,4001 Revenue : Services Revenue,PRJ1113 CertiVox Systems : CertiVox Systems : Tower Installation Network-UK2,,,,,0753,CustInvc,Olivia King
United Kingdom,7370,95,0753,2015,3,8,Aug 2015,8/17/2015,GBP,0,800,GBP,0,800,4001,4001 Revenue : Services Revenue,PRJ1113 CertiVox Systems : CertiVox Systems : Tower Installation Network-UK2,,,,,0753,CustInvc,Olivia King
United Kingdom,7370,95,0753,2015,5,8,Aug 2015,8/17/2015,GBP,0,1400,GBP,0,1400,4006,4006 Revenue : Hardware,PRJ1113 CertiVox Systems : CertiVox Systems : Tower Installation Network-UK2,,,,,0753,CustInvc,Olivia King
United Kingdom,7370,95,0753,2015,6,8,Aug 2015,8/17/2015,GBP,0,7250,GBP,0,7250,4006,4006 Revenue : Hardware,PRJ1113 CertiVox Systems : CertiVox Systems : Tower Installation Network-UK2,,,,,0753,CustInvc,Olivia King
United Kingdom,7370,95,0753,2015,7,8,Aug 2015,8/17/2015,GBP,0,24750,GBP,0,24750,4006,4006 Revenue : Hardware,PRJ1113 CertiVox Systems : CertiVox Systems : Tower Installation Network-UK2,,,,,0753,CustInvc,Olivia King
United Kingdom,7370,95,0753,2015,8,8,Aug 2015,8/17/2015,GBP,0,15750,GBP,0,15750,4006,4006 Revenue : Hardware,PRJ1113 CertiVox Systems : CertiVox Systems : Tower Installation Network-UK2,,,,,0753,CustInvc,Olivia King
United Kingdom,7370,95,0753,2015,10,8,Aug 2015,8/17/2015,GBP,0,2500,GBP,0,2500,4006,4006 Revenue : Hardware,PRJ1113 CertiVox Systems : CertiVox Systems : Tower Installation Network-UK2,,,,,0753,CustInvc,Olivia King
United Kingdom,7370,95,0753,2015,11,8,Aug 2015,8/17/2015,GBP,0,7500,GBP,0,7500,4001,4001 Revenue : Services Revenue,PRJ1113 CertiVox Systems : CertiVox Systems : Tower Installation Network-UK2,,,,,Services to be provided by 3rd-party,CustInvc,Olivia King
United Kingdom,7370,95,0753,2015,15,8,Aug 2015,8/17/2015,GBP,0,12118,GBP,0,12118,5055,5055 VAT on Sales,HM Revenue & Customs : HM Customs & Excise 4,,,,,VAT,CustInvc,Olivia King
United Kingdom,7371,96,27,2015,1,8,Aug 2015,8/1/2015,GBP,8400,0,GBP,8400,0,1090,1090 Undeposited Funds,CertiVox Systems,,,,,27,CashSale,Olivia King
United Kingdom,7371,96,27,2015,2,8,Aug 2015,8/1/2015,GBP,0,7000,GBP,0,7000,4001,4001 Revenue : Services Revenue,PRJ1113 CertiVox Systems : CertiVox Systems : Tower Installation Network-UK2,,,,,Services to be provided by 3rd-party,CashSale,Olivia King
United Kingdom,7371,96,27,2015,3,8,Aug 2015,8/1/2015,GBP,0,1400,GBP,0,1400,5055,5055 VAT on Sales,HM Revenue & Customs : HM Customs & Excise 4,,,,,VAT,CashSale,Olivia King
United Kingdom,7373,97,9,2015,1,8,Aug 2015,8/11/2015,GBP,0,19800,GBP,0,19800,1100,1100 Fees Receivable,CertiVox Systems,,,,London Warehouse,9,CustCred,Olivia King
United Kingdom,7373,97,9,2015,2,8,Aug 2015,8/11/2015,GBP,16500,0,GBP,16500,0,4006,4006 Revenue : Hardware,PRJ1113 CertiVox Systems : CertiVox Systems : Tower Installation Network-UK2,,,,London Warehouse,9,CustCred,Olivia King
United Kingdom,7373,97,9,2015,3,8,Aug 2015,8/11/2015,GBP,3300,0,GBP,3300,0,5055,5055 VAT on Sales,HM Revenue & Customs : HM Customs & Excise 4,,,,London Warehouse,VAT,CustCred,Olivia King
United Kingdom,7374,98,3,2015,1,8,Aug 2015,8/22/2015,GBP,0,420,GBP,0,420,1090,1090 Undeposited Funds,CertiVox Systems,,,,London Warehouse,3,CashRfnd,Olivia King
United Kingdom,7374,98,3,2015,2,8,Aug 2015,8/22/2015,GBP,350,0,GBP,350,0,4001,4001 Revenue : Services Revenue,PRJ1113 CertiVox Systems : CertiVox Systems : Tower Installation Network-UK2,,,,London Warehouse,Services to be provided by 3rd-party,CashRfnd,Olivia King
United Kingdom,7374,98,3,2015,3,8,Aug 2015,8/22/2015,GBP,70,0,GBP,70,0,5055,5055 VAT on Sales,HM Revenue & Customs : HM Customs & Excise 4,,,,London Warehouse,VAT,CashRfnd,Olivia King
United Kingdom,7376,99,10,2015,1,8,Aug 2015,8/1/2015,GBP,0,168,GBP,0,168,1100,1100 Fees Receivable,CertiVox Systems,,,,,10,CustCred,Olivia King
United Kingdom,7376,99,10,2015,2,8,Aug 2015,8/1/2015,GBP,140,0,GBP,140,0,4006,4006 Revenue : Hardware,PRJ1113 CertiVox Systems : CertiVox Systems : Tower Installation Network-UK2,,,,,10,CustCred,Olivia King
United Kingdom,7376,99,10,2015,3,8,Aug 2015,8/1/2015,GBP,28,0,GBP,28,0,5055,5055 VAT on Sales,HM Revenue & Customs : HM Customs & Excise 4,,,,,VAT,CustCred,Olivia King
United Kingdom,7377,100,4,2015,1,8,Aug 2015,8/7/2015,GBP,0,798,GBP,0,798,1001,1001 UK Operating Account,France Systems,FR70452073240,,,,4,Check,Olivia King
United Kingdom,7377,100,4,2015,2,8,Aug 2015,8/7/2015,GBP,665,0,GBP,665,0,6381,6381 General and Administrative : Outside Services : Professional Fees,PRJ1113 CertiVox Systems : CertiVox Systems : Tower Installation Network-UK2,,,,,4,Check,Olivia King
United Kingdom,7377,100,4,2015,3,8,Aug 2015,8/7/2015,GBP,133,0,GBP,133,0,1963,1963 VAT on Purchases,HM Revenue & Customs : HM Customs & Excise 4,,,,,VAT,Check,Olivia King
United Kingdom,7378,101,0754,2015,1,8,Aug 2015,8/1/2015,GBP,781.38,0,GBP,781.38,0,1100,1100 Fees Receivable,CertiVox Systems,,,,,0754,CustInvc,Olivia King
United Kingdom,7378,101,0754,2015,7,8,Aug 2015,8/1/2015,GBP,0,665,GBP,0,665,6381,6381 General and Administrative : Outside Services : Professional Fees,PRJ1113 CertiVox Systems : CertiVox Systems : Tower Installation Network-UK2,,,,,0754,CustInvc,Olivia King
United Kingdom,7378,101,0754,2015,9,8,Aug 2015,8/1/2015,GBP,0,116.38,GBP,0,116.38,5055,5055 VAT on Sales,HM Revenue & Customs : HM Customs & Excise 4,,,,,VAT,CustInvc,Olivia King
United Kingdom,7381,102,0755,2015,1,8,Aug 2015,8/8/2015,GBP,60480,0,GBP,60480,0,1100,1100 Fees Receivable,CertiVox Systems,,,,,0755,CustInvc,Olivia King
United Kingdom,7381,102,0755,2015,2,8,Aug 2015,8/8/2015,GBP,0,50400,GBP,0,50400,4001,4001 Revenue : Services Revenue,PRJ1114 CertiVox Systems : CertiVox Systems : Communication Installation,,,,,0755,CustInvc,Olivia King
United Kingdom,7381,102,0755,2015,6,8,Aug 2015,8/8/2015,GBP,0,10080,GBP,0,10080,5055,5055 VAT on Sales,HM Revenue & Customs : HM Customs & Excise 4,,,,,VAT,CustInvc,Olivia King
United Kingdom,7382,103,0756,2015,1,8,Aug 2015,8/8/2015,GBP,30240,0,GBP,30240,0,1100,1100 Fees Receivable,CertiVox Systems,,,,,0756,CustInvc,Olivia King
United Kingdom,7382,103,0756,2015,2,8,Aug 2015,8/8/2015,GBP,0,25200,GBP,0,25200,4001,4001 Revenue : Services Revenue,PRJ1114 CertiVox Systems : CertiVox Systems : Communication Installation,,,,,0756,CustInvc,Olivia King
United Kingdom,7382,103,0756,2015,5,8,Aug 2015,8/8/2015,GBP,0,5040,GBP,0,5040,5055,5055 VAT on Sales,HM Revenue & Customs : HM Customs & Excise 4,,,,,VAT,CustInvc,Olivia King
United Kingdom,7383,104,28,2015,1,8,Aug 2015,8/1/2015,GBP,3780,0,GBP,3780,0,1090,1090 Undeposited Funds,CertiVox Systems,,,,,28,CashSale,Olivia King
United Kingdom,7383,104,28,2015,2,8,Aug 2015,8/1/2015,GBP,0,3150,GBP,0,3150,4006,4006 Revenue : Hardware,PRJ1114 CertiVox Systems : CertiVox Systems : Communication Installation,,,,,28,CashSale,Olivia King
United Kingdom,7383,104,28,2015,3,8,Aug 2015,8/1/2015,GBP,0,630,GBP,0,630,5055,5055 VAT on Sales,HM Revenue & Customs : HM Customs & Excise 4,,,,,VAT,CashSale,Olivia King
United Kingdom,7389,105,67,2015,1,6,Jun 2015,6/18/2015,GBP,0,230,GBP,0,230,2000,2000 Accounts Payable,Trisha Brooks,,,,,On-site client workshop,ExpRept,Olivia King
United Kingdom,7389,105,67,2015,2,6,Jun 2015,6/18/2015,GBP,45,0,GBP,45,0,6300,6300 General and Administrative : Travel Expenses,PRJ1121 Avecto Technology : Avecto Technology : Financial system deployment,,,,,Car rental,ExpRept,Olivia King
United Kingdom,7389,105,67,2015,3,6,Jun 2015,6/18/2015,GBP,5,0,GBP,5,0,6356,6356 General and Administrative : Travel Expenses : Travel Expense : Transit Expense,PRJ1121 Avecto Technology : Avecto Technology : Financial system deployment,,,,,Parking,ExpRept,Olivia King
United Kingdom,7389,105,67,2015,4,6,Jun 2015,6/18/2015,GBP,50,0,GBP,50,0,6352,6352 General and Administrative : Travel Expenses : Travel Expense : Meals & Entertainment,PRJ1121 Avecto Technology : Avecto Technology : Financial system deployment,,,,,Business meal,ExpRept,Olivia King
United Kingdom,7389,105,67,2015,5,6,Jun 2015,6/18/2015,GBP,130,0,GBP,130,0,6300,6300 General and Administrative : Travel Expenses,PRJ1121 Avecto Technology : Avecto Technology : Financial system deployment,,,,,Hotel,ExpRept,Olivia King
United Kingdom,7390,106,68,2015,1,6,Jun 2015,6/18/2015,GBP,0,290,GBP,0,290,2000,2000 Accounts Payable,Jerry Hunt,,,,,Attend client workshop,ExpRept,Olivia King
United Kingdom,7390,106,68,2015,2,6,Jun 2015,6/18/2015,GBP,130,0,GBP,130,0,6300,6300 General and Administrative : Travel Expenses,PRJ1121 Avecto Technology : Avecto Technology : Financial system deployment,,,,,Hotel,ExpRept,Olivia King
United Kingdom,7390,106,68,2015,3,6,Jun 2015,6/18/2015,GBP,160,0,GBP,160,0,6352,6352 General and Administrative : Travel Expenses : Travel Expense : Meals & Entertainment,PRJ1121 Avecto Technology : Avecto Technology : Financial system deployment,,,,,Entertainment,ExpRept,Olivia King
United Kingdom,7395,107,0757,2015,1,7,Jul 2015,7/31/2015,GBP,14616,0,GBP,14616,0,1100,1100 Fees Receivable,Arqiva,,,,,0757,CustInvc,Olivia King
United Kingdom,7395,107,0757,2015,2,7,Jul 2015,7/31/2015,GBP,0,9240,GBP,0,9240,2102,2102 Deferred Revenue Software : License,PRJ1122 Arqiva : Arqiva : ERP deployment,,,,,Subscription Licence,CustInvc,Olivia King
United Kingdom,7395,107,0757,2015,3,7,Jul 2015,7/31/2015,GBP,0,2940,GBP,0,2940,2104,2104 Deferred Revenue Software : Maintenance,PRJ1122 Arqiva : Arqiva : ERP deployment,,,,,Subscription Maint & Support,CustInvc,Olivia King
United Kingdom,7395,107,0757,2015,6,7,Jul 2015,7/31/2015,GBP,0,2436,GBP,0,2436,5055,5055 VAT on Sales,HM Revenue & Customs : HM Customs & Excise 4,,,,,VAT,CustInvc,Olivia King
United Kingdom,7399,108,69,2015,1,8,Aug 2015,8/3/2015,GBP,0,105,GBP,0,105,2000,2000 Accounts Payable,Olivia King,,,,,Services engagement,ExpRept,Olivia King
United Kingdom,7399,108,69,2015,2,8,Aug 2015,8/3/2015,GBP,105,0,GBP,105,0,6352,6352 General and Administrative : Travel Expenses : Travel Expense : Meals & Entertainment,PRJ1118 Asite Solutions : Asite Solutions : Follow up services,,,,,Entertainment,ExpRept,Olivia King
United Kingdom,7400,109,0758,2015,1,8,Aug 2015,8/24/2015,GBP,126,0,GBP,126,0,1100,1100 Fees Receivable,Asite Solutions,,,,,0758,CustInvc,Olivia King
United Kingdom,7400,109,0758,2015,7,8,Aug 2015,8/24/2015,GBP,0,105,GBP,0,105,4895,4895 Revenue : Reimbursed Expenses,PRJ1118 Asite Solutions : Asite Solutions : Follow up services,,,,,Entertainment,CustInvc,Olivia King
United Kingdom,7400,109,0758,2015,9,8,Aug 2015,8/24/2015,GBP,0,21,GBP,0,21,5055,5055 VAT on Sales,HM Revenue & Customs : HM Customs & Excise 4,,,,,VAT,CustInvc,Olivia King
United Kingdom,7410,110,57,2015,1,8,Aug 2015,8/31/2015,GBP,0,8820,GBP,0,8820,2000,2000 Accounts Payable,Leano Supplies,,,,,57,VendBill,George Villa
United Kingdom,7410,110,57,2015,2,8,Aug 2015,8/31/2015,GBP,7350,0,GBP,7350,0,6890,6890 General and Administrative : Other Expense : Miscellaneous Expense,PRJ1112 CertiVox Systems : CertiVox Systems : Tower Installation-UK1,,,,,57,VendBill,George Villa
United Kingdom,7410,110,57,2015,4,8,Aug 2015,8/31/2015,GBP,1470,0,GBP,1470,0,1963,1963 VAT on Purchases,HM Revenue & Customs : HM Customs & Excise 4,,,,,VAT,VendBill,George Villa
United Kingdom,7411,111,VB 58,2015,1,8,Aug 2015,8/24/2015,GBP,0,2160,GBP,0,2160,2000,2000 Accounts Payable,Paul Grandidge,,,,,VB 58,VendBill,George Villa
United Kingdom,7411,111,VB 58,2015,2,8,Aug 2015,8/24/2015,GBP,1800,0,GBP,1800,0,6381,6381 General and Administrative : Outside Services : Professional Fees,PRJ1112 CertiVox Systems : CertiVox Systems : Tower Installation-UK1,,,,,VB 58,VendBill,George Villa
United Kingdom,7411,111,VB 58,2015,4,8,Aug 2015,8/24/2015,GBP,360,0,GBP,360,0,1963,1963 VAT on Purchases,HM Revenue & Customs : HM Customs & Excise 4,,,,,VAT,VendBill,George Villa
United Kingdom,7415,112,VB 60,2015,1,7,Jul 2015,7/23/2015,GBP,0,50460,GBP,0,50460,2000,2000 Accounts Payable,Kelle Industries,,,,,VB 60,VendBill,George Villa
United Kingdom,7415,112,VB 60,2015,2,7,Jul 2015,7/23/2015,GBP,2800,0,GBP,2800,0,6890,6890 General and Administrative : Other Expense : Miscellaneous Expense,PRJ1113 CertiVox Systems : CertiVox Systems : Tower Installation Network-UK2,,,,,VB 60,VendBill,George Villa
United Kingdom,7415,112,VB 60,2015,3,7,Jul 2015,7/23/2015,GBP,14500,0,GBP,14500,0,6890,6890 General and Administrative : Other Expense : Miscellaneous Expense,PRJ1113 CertiVox Systems : CertiVox Systems : Tower Installation Network-UK2,,,,,VB 60,VendBill,George Villa
United Kingdom,7415,112,VB 60,2015,4,7,Jul 2015,7/23/2015,GBP,24750,0,GBP,24750,0,6890,6890 General and Administrative : Other Expense : Miscellaneous Expense,PRJ1113 CertiVox Systems : CertiVox Systems : Tower Installation Network-UK2,,,,,VB 60,VendBill,George Villa
United Kingdom,7415,112,VB 60,2015,6,7,Jul 2015,7/23/2015,GBP,8410,0,GBP,8410,0,1963,1963 VAT on Purchases,HM Revenue & Customs : HM Customs & Excise 4,,,,,VAT,VendBill,George Villa
United Kingdom,7421,115,61,2015,1,7,Jul 2015,7/20/2015,GBP,0,29886,GBP,0,29886,2000,2000 Accounts Payable,Sintech Company,,,,,61,VendBill,George Villa
United Kingdom,7421,115,61,2015,2,7,Jul 2015,7/20/2015,GBP,9450,0,GBP,9450,0,6890,6890 General and Administrative : Other Expense : Miscellaneous Expense,PRJ1114 CertiVox Systems : CertiVox Systems : Communication Installation,,,,,61,VendBill,George Villa
